,Unnamed: 0,Title,Rating,Author,Total profile reviews,Review text,Date of visit,Date of review,Response 1,Source Zip,Source File,YearMonth,Extracted Names,Sentiment,Tour Package,Mentions Employee,Review Length,Sentiment Category,Flag for Response
3024,3024,Boat tour,5,D D,1.0,I took the boat tour on a nice day on a saturday and i have to say iy was the best experience in amsterdam. The tour waa great i oearnes a lot about the city and Sybren en Jorris were great. I highly recommend evetyone to do this.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Sybren', 'Jorris']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,230,Positive,Response Not Needed
3025,3025,Nice and simple ,5,Dima E,7.0,"It was great little trip, Ruben B and Dara, make this fine. On the boat they have drinks, it was nice",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Ruben B', 'Dara']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,101,Positive,Response Not Needed
3026,3026,Kei toffe tour,5,Nomad11514220964,1.0,Super tour met Dara en Ruben B.!! Echt een ervaring om nooit te vergeten. Ook zeer lekkere cocktails!,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Dara', 'Ruben B.']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,101,Positive,Response Not Needed
3027,3027,Una experiencia increible,5,Road03481374444,1.0,"Iona ha sido una guia fantastica. Hemos disfrutado nuestro tour. Una experiencia que vale la pena vivir! 
",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,['Iona'],4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,106,Positive,Response Not Needed
3028,3028,Great views,5,Tarndeep S,1.0,We went on an evening canal and had Sal and Kirk on board with Captain Bob. They were all great hosts and very friendly. They knew so much about the history and we really enjoyed the interaction on board. Would recommend. Thank you for a lovely cruise around the city. ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Sal', 'Kirk', 'Captain Bob']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,269,Positive,Response Not Needed
3029,3029,Go en Iona zijn super,5,Tine,1.0,Super gezellig en leuke sfeer. Go is een super skipper. Iona is super grappig en maakt goede drankjes. Een goede mix van sfeer en Amsterdamse weetjes.,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Go', 'Iona']",4.5,Evening Cruise - Anne Frank,True,150,Positive,Response Not Needed
3030,3030,Croisière en bateau avec un chien,5,Noob P,1.0,"Magnifique balade sur les canaux, les commentaires étaient très intéressants. Et notre chien a été accepté à bord.",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,114,Positive,Response Not Needed
3031,3031,Great trip! Thank you!,5,Emily J,1.0,This boat tour was amazing. Sal and Kirsi made this trip fun and engaging. Bob made our trip safe and fun!! Thank you :) 😀😀🥳🥳,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Sal', 'Kirsi', 'Bob']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,125,Positive,Response Not Needed
3032,3032,"Toll, fantastisch",5,Spyk Z,1.0,"Fantastisch, sehr gemütlich, eine tolle Überblick über Amsterdam. Ich würde so sein Tour weiterempfehlen. Guide waren sehr freundlich ",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,False,134,Positive,Response Not Needed
3033,3033,Coole Bootstour.,5,Waldemar Z,1.0,Es war super lustig und wir hatten sehr viel Spaß mit Jim und Haiko. Wir haben einiges über die Liebesbrücke und die vielen Glücksbeücken erfahren.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Jim', 'Haiko']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,147,Positive,Response Not Needed
3034,3034,Entertaining,5,Andreea M,1.0,"Entertaining, I live in Amsterdam and I still learned things, fun explanations, weather very nice so nice",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.0,Amsterdam Luxury Boat Canal Cruise - Central Station,False,105,Positive,Response Not Needed
3035,3035,Un agréable moment,5,Emy_frt,4.0,"Nous avons passé un super moment avec mon amie à bord de cette compagnie. 
Bon humeur, humour et bienveillance sont au rendez-vous ! ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.0,Evening Cruise - Central Station,False,133,Positive,Response Not Needed
3036,3036,Great boat experience with Flagship,5,Freedom554120,1.0,I went with my dad to a boat tour with Flagship and the skippers were really good: Tino and Louis made the trip amazing! I highly recommend! They are fun and explain the tour adding a special touch to it,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Tino', 'Louis']",5.0,Evening Cruise - Anne Frank,True,203,Positive,Response Not Needed
3037,3037,Boat canal - Louis & Tino,5,Iona C,1.0,"Louis and Tino were great hosts, very knowledgeable on the local area. Would definitely recommend!!’",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Louis', 'Tino']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,100,Positive,Response Not Needed
3038,3038,Fun cruise!,5,mike m,1.0,Jente and Jander did an excellent job.  They had very humorous commentary and made the trip very fun.  I would recommend the cruise to anyone who wants to learn about the history of Amsterdam along with just a fun time.,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Jente', 'Jander']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,219,Positive,Response Not Needed
3039,3039,Amazing Cruise,5,sheila c,1.0,Thank you for such a wonderful tour. We learned quite a bit on our adventure and our captain Jenke and host Sander were both awesome ! Highly recommend!,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Jenke', 'Sander']",5.0,Evening Cruise - Central Station,True,152,Positive,Response Not Needed
3040,3040,Canal Cruise Amsterdam,5,Ismail D,1.0,"Jente and Sander are so cute together🥰
The tour was good, the weather beautifull and they gave some good information.",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Jente', 'Sander']",4.0,Evening Cruise - Anne Frank,True,117,Positive,Response Not Needed
3041,3041,Fabulous tour!,5,Alex T,1.0,Can’t recommend enough! Was a great way to explore Amsterdam. Jente and Sander were fabulous tour guides. I usually struggle to focus during long tours but they were really engaging and I thoroughly enjoyed :),2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Jente', 'Sander']",5.0,Evening Cruise - Central Station,True,209,Positive,Response Not Needed
3042,3042,Would give 10 stars if I could! Amazing experience with fantastic staff 🌟🌟🌟,5,lauren o,13.0,"Amazing luxury tour of Amsterdam, with the most wonderful Skipper Jente and Host Sander! Such friendly people and made the tour so much more enjoyable with their fantastic knowledge of the city and jokes along the way! Drinks were lovely as we sailed along in the beautiful sunshine. The hour went so quickly I only wish we could have stayed longer!! As we passed other boats on the canals, I was so glad we booked this one - really did feel like a luxury experience. Thank you so much - will definitely book again when I next visit!!!",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Jente', 'Sander']",5.0,Evening Cruise - Central Station,True,535,Positive,Response Not Needed
3043,3043,Great afternoon tour,5,Marge B,36.0,Chris and Su were very friendly and informative.  Really enjoyed our tour.  Answered many questions from everyone on board,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Chris', 'Su']",4.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,122,Positive,Response Not Needed
3044,3044,"Very good, would recommend to a friend!",5,Ciarán O,1.0,"Iona and skipper Go are fantastic. They gave us a great tour of the canals. The drinks are tasty, especially the Flagship specials. Highly recommend!",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Iona', 'Go']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,149,Positive,Response Not Needed
3045,3045,"I had a great time, Iona gave us a great insight into the history of amsterdam",5,Ruairi M,1.0,"Iona was a great skipper very knowledgeable and good fun, would recommend to a friend. We had a great time and enjoyed plenty of tasty cocktails ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,['Iona'],4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,145,Positive,Response Not Needed
3046,3046,Absolut tolles Erlebniss,5,Sabrina C,1.0,"Super eingespieltes Team! Sehr freundlich, absolut amüsante Guides. Es hat mir super gefallen und würde sofort wieder die selbe Tour buchen.",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Evening Cruise - Anne Frank,False,140,Positive,Response Not Needed
3047,3047,A must in good weather,5,S L,1.0,So relaxing and I loved the back ground infos of Sina. He’s a seniors this. Mark super sympathetic too and made good drinks 🍹.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Sina', 'Mark']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,126,Positive,Response Not Needed
3048,3048,Awesome!,5,Ben T,1.0,"It was fun but hot in September. Y’all are absolutely amazing!

Thank you so much for he your and hospitality!

Best and good health,

Ben Tallman",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,['Ben Tallman'],4.0,Evening Cruise - Central Station,True,146,Positive,Response Not Needed
3049,3049,Best tour in Amsterdam ,5,Kudj,2.0,Kamiel and Fabrice were the best! Highly recommend going with them over all other companies! This is a must do!,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Kamiel', 'Fabrice']",5.0,Evening Cruise - Anne Frank,True,111,Positive,Response Not Needed
3050,3050,Amazing Experience,5,deine m,1.0,"Favorite tour I ever did! Our Host and Skipper Kamiel and Fabrice were a super duo. Interactive, funny tour, with a lot of information and they were able to answer every question.",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Kamiel', 'Fabrice']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,179,Positive,Response Not Needed
3051,3051,Amsterdam Canal Tour,5,Zachery C,2.0,Great trip through the canals with Kamiel and Fabrice. A fun way to get the history of Amsterdam on a beautiful boat,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Kamiel', 'Fabrice']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,116,Positive,Response Not Needed
3052,3052,Amsterdam boat trip,5,Thorben H,2.0,"A gorgeous tour with very good tour guides. 
Kamiel and Fabrice did an amazing job to guide us through the tour. ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Kamiel', 'Fabrice']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,113,Positive,Response Not Needed
3053,3053,Great tour with the best hosts,5,Keagan C,1.0,Marco and Ari were such amazing hosts very friendly and had so much knowledge and history to share with us. Best weather best drinks and best tour ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Marco', 'Ari']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,147,Positive,Response Not Needed
3054,3054,Great experience,5,Jens J,1.0,Both Martion  and Fenja were very friendly and great hosts. I learned a lot about Amsterdam and the trip was smooth and nice.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Martion', 'Fenja']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,125,Positive,Response Not Needed
3055,3055,Boat Trip,5,james m,1.0,Would definitely recommend it was lovely having a drink on the canal and also learning about Amsterdam. Our hosts Natalia and Jippe was super friendly and made the trip really enjoyable.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Natalia', 'Jippe']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,186,Positive,Response Not Needed
3056,3056,Very good experience!,5,Malin S,1.0,The tour was very nice! The skipper Joop was a good driver and the guide Helena gave interesting information and she was cheerful and very engaged.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Joop', 'Helena']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,147,Positive,Response Not Needed
3057,3057,Luxury Canal Crusie Anna Frank,5,Luisa Hernandez,2.0,Sooo amazing tour..lia and meank thanks for all… the most beautiful places buildings; cannals and the best weather… Amsterdam is a nice city you can’t lose,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['lia', 'meank']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,155,Positive,Response Not Needed
3058,3058,Amazing,5,Fleure V,1.0,The vieuws where beautiful!! The tour guide did an amazing job at giving us information about amsterdam!,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],5.0,Evening Cruise - Anne Frank,False,104,Positive,Response Not Needed
3059,3059,Awesome,5,_freyjarutherford,2.0,Rarim and hallen were great. Very knowledgeable and good bantz. Cheese was actually alright eh and the win wasn’t half bad. I would do again like ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Rarim', 'hallen']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,146,Positive,Response Not Needed
3060,3060,Perfect!,5,Guéret T,1.0,"This experience was exactly what we needed : nice tour not too long not too short. Plus Louis and Tino were so nice, funny and interesting ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Louis', 'Tino']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,139,Positive,Response Not Needed
3061,3061,Good experience,5,Emma S,1.0,It was amazing Tino and Louis were very nice and funny to us. They explained everything to us it was very clear. ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Tino', 'Louis']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,113,Positive,Response Not Needed
3062,3062,Great cruise at canals,5,Ville M,1.0,"Great crew, interesting stories and very hospital atmosphere. We are happy to recommend their cruise to anyone visiting Amsterdam",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,False,129,Positive,Response Not Needed
3063,3063,Fantastic trip,5,Hollie B,1.0,Amazing boat trip with lots of interesting information. Miro and Harko were great hosts and we really enjoyed our time in the great sunshine. Good conversation and great drinks. We will be back 😊,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Miro', 'Harko']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,195,Positive,Response Not Needed
3064,3064,Great tour,5,Lien Y,1.0,We had a great tour with Dimifros and Barry! We enjoyed it with a fresh drink. Thank you very much! ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Dimifros', 'Barry']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,100,Positive,Response Not Needed
3065,3065,Great way to spend an hour,5,Andrew W,1.0,"Tom, Isabelle, and Saul were fantastic hosts. Hour wine and cheese tour, and the wine is bottomless. Great time.",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Tom', 'Isabelle', 'Saul']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,112,Positive,Response Not Needed
3066,3066,Cheese & Wine Canal Cruise,5,rothlad,2.0,"Very enjoyable and knowledgeable about Amsterdam and its history.

Brilliant hosts Isobel, Saul & Tom. 

Great cheese and wine",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Isobel', 'Saul', 'Tom']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,126,Positive,Response Not Needed
3067,3067,Amsterdam history with a twist.,5,barbara a,59.0,"Good value for money. Entertaining hosts. Amsterdam history with a twist. Great team.
Certainly would recommend if you are looking for a sail along the canals.",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,159,Positive,Response Not Needed
3068,3068,Really nice ride in Amsterdam!,5,Tannaz,1.0,Was really nice boat trip. The most lovely guides. We really had a awesome day. Definitely recommend . Try to book with chris and su.,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['chris', 'su']",4.5,Evening Cruise - Anne Frank,True,133,Positive,Response Not Needed
3069,3069,Amsterdam flagship,5,Admir Serifi,1.0,"Big thanks to Chris and Su, amazing trip around Amsterdam canals
I have to validate a rest of missing character haha",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Chris', 'Su']",4.5,Evening Cruise - Anne Frank,True,116,Positive,Response Not Needed
3070,3070,Great hosts!,5,DianaL Crespo,1.0,"Isabelle, Saul and Sam were espectacular, we really enjoyed the tour!
They give you really interesting información about the city and refill your cup every time",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Isabelle', 'Saul', 'Sam']",5.0,Evening Cruise - Anne Frank,True,160,Positive,Response Not Needed
3071,3071,Recommended,5,setareh t,1.0,The most lovely guides. We really had a awesome day. Definitely recommend . Try to book with chris and su.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['chris', 'su']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,106,Positive,Response Not Needed
3072,3072,"Funny, alcoholic, cheesy",5,Alikayy,37.0,The guys were so friendly and chatty. They gave lots of interesting facts and were so funny. Would defo Italy recommend.,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,False,120,Positive,Response Not Needed
3073,3073,Amsterdam reschedule - no refund!!,1,William M,1.0,Our excursion was changed at the last minute (after payment had been made) and we couldn’t make the new time due to prior commitment.  I have requested a refund a number of times but have not heard from anyone at TripAdvisor… customer service is horrible!,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],0.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,False,255,Negative,Need to Respond
3074,3074,Outstanding Tour!,5,Scott Y,1.0,"Outstanding tour, very informative. Phie and Teresa did an excellent job explaining the city and all the canals. Shared many personal stories that made the tour very personal. ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Phie', 'Teresa']",5.0,Evening Cruise - Central Station,True,176,Positive,Response Not Needed
3075,3075,Great canal tour,5,Passenger596432,1.0,Great way to get to know the city. Theresa and Phie were fun and insightful. Explained history with a touch of humor,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Theresa', 'Phie']",4.5,Evening Cruise - Anne Frank,True,116,Positive,Response Not Needed
3076,3076,Nice boat nice guys nice tour.,5,Julian K,1.0,Tour was great and very easy to check in. Just go to the spot and the guys tell what’s about. Skipper Kamel and guide fabrice did a great job. ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Kamel', 'Fabrice']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,143,Positive,Response Not Needed
3077,3077,Fijne boottocht in Amsterdam,5,Marianne,1.0,Heel hard genoten van de boottocht met Kamiel en Fabrice! Ze hebben op een grappig manier veel uitleg gegeven. De boottocht was ook mooi en comfortabel. Zeker een aanrader dus!,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Kamiel', 'Fabrice']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,176,Positive,Response Not Needed
3078,3078,Super leuk,5,Gurben L,1.0,"Vriendelijke medewerkers met een goed verhaal. Daarnaast een goede service, we hebben ontzettend genoten. De volgende keer komen we weer!",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,False,137,Positive,Response Not Needed
3079,3079,Incredible and fun!,5,Danielle H,1.0,Very patient and incredibly kind with lots of information about Amsterdam. Would definitely go with these two girls again! ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,False,123,Positive,Response Not Needed
3080,3080,Amazing trip!!!,5,Nicole R,1.0,"Views amazing. Gert Loisa and Alicia are awesome! This was such a great trip, attentive staff and open bar, kept drinks filled ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Gert Loisa', 'Alicia']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,127,Positive,Response Not Needed
3081,3081,Great Amsterdam Canal Tour,5,Elinor R,1.0,Amazing tour with Arie & Marco. They are so accommodating and friendly.  Also drinks on board.  I will recommend to my friends,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Arie', 'Marco']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,126,Positive,Response Not Needed
3082,3082,A must see in Amsterdam ,5,drkatiepinkus,7.0,"Great way to see the city! Timo and Louis were so fun! Beautiful day, great drinks  amazing sights! ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Timo', 'Louis']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,100,Positive,Response Not Needed
3083,3083,Boot tour,5,Silvia A,1.0,Very nice informative tour. Very friendly. Drinks available on the boot for normal prices. I recommend the tour if you want to get to know amsterdam a little bit better,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,False,168,Positive,Response Not Needed
3084,3084,Flagship Amsterdam,5,zehraholden,22.0,"Fantastic from start to finish we'll done to Teresa and phie who was very knowledge and funny and  interacted which each guest with humor , fast drink service served ice cold well done a credit to your team ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Teresa', 'phie']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,207,Positive,Response Not Needed
3085,3085,Voortvaart,5,Dirk M,1.0,"Super leuk, goede uitleg in Engels en Nederlands. Kan ik aanraden aan iedereen die Amsterdam bezoekt. Tina dag n Lowie hebben dat super gedaan👍😎",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Tina', 'Lowie']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,144,Positive,Response Not Needed
3086,3086,Bootje varen,5,Sylvana P,2.0,"Martijn en Fenya hebben het super gedaan en leuke verhalen verteld! We hebben genoten van de zon, drankjes en het enthousiasme",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Martijn', 'Fenya']",5.0,Evening Cruise - Anne Frank,True,126,Positive,Response Not Needed
3087,3087,Fantastic trip,5,Asbjørn W,1.0,"Fantastic trip. Great drinks, amazing guide. Inexpensive but really great value for the money. Highly recommendable!!",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,False,117,Positive,Response Not Needed
